de,en
"Jedoch kann ein Kardinal, der ein Alter von 80 Jahren erreicht hat, nicht mehr an der Papstwahl teilnehmen – das fällt einer Gruppe von 120 „wahlberechtigten Kardinälen“ zu.","However, once a cardinal reaches 80 he is no longer permitted to participate in the election of a pope -- this falls to a group of 120 ""cardinal electors."""
"Die herrschende Theorie über die Behandlung von Kindern mit nicht eindeutigen Genitalien geht auf Dr. John Money von der Johns Hopkins University zurück, der die Ansicht vertrat, das Geschlecht sei formbar.","The prevailing theory on how to treat children with ambiguous genitalia was put forward by Dr. John Money at Johns Hopkins University, who held that gender was malleable."
"Das Podest des Capo, der sonst die gemeinsame Anfeuerung koordiniert, blieb unbesetzt.","The 'Capo's' podium, the individual who usually coordinates the unison chants, remained empty."
Ein Biosphärengebiet biete auch die Chance zu nachhaltiger ökonomischer wie ökologischer Entwicklung auf der Basis des international anerkannten Unesco-Status und somit eine kontinuierliche Ergänzung des mit dem Life-Projekt sowie den bisherigen Pflegetagen Erreichten für die Zukunft.,"A biosphere area offers the chance for sustainable economic and ecological development on the basis of the internationally recognised Unesco status, and thus offers an extension to what has been achieved thus far with the Life Project and the previous care days."
"Wissenschaftler haben einen Anti-Nikotin-Impfstoff entwickelt, der den Spaß am Rauchen verderben könnte.",Scientists have developed an anti-nicotine vaccine that could take the pleasure out of smoking a cigarette.
"Die Regierung bezeichnete es als wenig überraschend, dass sich die fünf Prozent der Bevölkerung, die selbst eine Versicherung abgeschlossen haben, nach einem anderen Tarif umsehen müssten, da ihr Vertrag nicht den neuen Standards nach dem Affordable Care Act entspreche.",The administration has said it should come as no surprise that the 5 percent of the population who purchase insurance on their own may be forced to switch plans because their coverage doesn't meet the new standards required under the Affordable Care Act.
"Er fügte hinzu: „Er konnte nicht mehr weiterfliegen, weshalb wir mit der Bitte um Hilfe kontaktiert wurden.“","He added: ""It was unable to fly off again so we were contacted for help."""
"Volkswirtschaftler sorgen sich auch wegen der hohen Verbraucherverschuldung in Thailand, das diese Woche knapp aus einer technischen Rezession herausgekommen ist.","Economists are also worried about high levels of consumer debt in Thailand, which this week narrowly emerged from technical recession."
Beim Hufeisenwerfen kommt es auf die Zielgenauigkeit an.,"In tossing the horseshoe, it all comes down to accuracy."
"„Das Flugzeug war voll“, erklärte er, „und das Boarding lief wie geschmiert.“","The plane was full, he said, ""and it boarded lickety-split."""
"In Dicks Welt, die der unseren erschreckend gleicht, schauen Mutanten in die Zukunft - und die Polizei greift zu.","In Dick's world, which is alarmingly similar to our own, mutants look into the future - and the police have access to this insight."
Alexei Miller von Gazprom bezeichnet Pipeline in Bulgarien als Beginn einer neuen Gasära,Gazprom's Alexei Miller says pipeline in Bulgaria starts new gas era
"Der Schuss kam aus einem Kleinwagen, der an einer Gruppe von sechs Kindern vorbeigefahren war und plötzlich angehalten hatte.","The shots came from a small car, which drove past a group of six children and suddenly stopped."
Züchter der im Kreis Soest bestehenden Vereine zeigen hier ihre besten Tiere wie auch junge Wickeder Hobbyhalter ihre Kaninchen.,"Here breeders from the clubs in the District of Soest will be exhibiting their best animals, while young private individuals from Wickeder are also showing their rabbits."
Denn Matthias Schrell hat noch einiges vor am Standort.,For Matthias Schrell has some further plans at the location.
"Ein Gericht im Süden Georgias ordnete am Mittwoch an, dass die Behörden alle Überwachungsvideos freigeben müssen, die die Ermittler überprüft haben.",A southern Georgia judge on Wednesday ordered authorities to release all surveillance video that investigators reviewed.
"21 Jahre lang sah Georges Bwelle mit an, wie sein kranker Vater immer wieder das Bewusstsein verlor und zu Krankenhäusern reiste, die nicht über die Mittel verfügten, um ihm zu helfen.","For 21 years, Georges Bwelle watched his ill father slip in and out of consciousness, traveling to hospitals that weren't equipped to help him."
Auch die Chancenverwertung muss definitiv besser werden.,The team's eye for the goal must be considerably improved.
"Eine Jury, bestehend aus Vertretern von Schwarzwälder Bote, Bauhaus und Sparkasse Zollernalb, wählt aus allen Einsendungen drei Wünsche aus.","A panel consisting of representatives from the Schwarzwälder Bote, Bauhaus and Sparkasse Zollernalb will select three wishes from those submitted."
"Bei der Metropolitan Transportation Commission für das Gebiet der San Francisco Bay erklärten Beamte, der Kongress könne das Problem des bankrotten Highway Trust Fund einfach durch Erhöhung der Kraftstoffsteuer lösen.","At the Metropolitan Transportation Commission in the San Francisco Bay Area, officials say Congress could very simply deal with the bankrupt Highway Trust Fund by raising gas taxes."
Normalerweise wird Kokain in kleineren Mengen und nicht durch Tunnel geschmuggelt.,Normally cocaine is smuggled in smaller quantities and not through tunnels.
"Die Nacht war lang, die Musik laut und die Stimmung gut, aber irgendwann geht es nach Hause.","The night was long, the music loud and the atmosphere good, but at some point everyone has to go home."
"Außerdem gründete er eine gemeinnützige Organisation namens ASCOVIME, die an Wochenenden in ländliche Gegenden reist und dort kostenlose medizinische Versorgung anbietet.","And he started a nonprofit, ASCOVIME, that travels into rural areas on weekends to provide free medical care."
"Elisa könnte das schaffen, hoffen die Wissenschaftler hinter dem Projekt.",The scientists behind the project hope that Elisa could achieve this.
Phase 1 besteht aus einer neuen Hochgeschwindigkeits-Bahnverbindung zwischen London und den West Midlands.,Phase One will consist of a new high speed rail line between London and the West Midlands.
"Es gab schon immer heimischen Widerstand gegen den Plan, ein föderalistisches Europa zu schaffen.",There has always been domestic opposition to the plan to create a federal Europe.
"Eine Studie, wie Hunde auf echte Hunde reagieren, könnte helfen, erklärte er.","A study of how dogs responded to real dogs could help, he explained."
UN verkündet neue Ziele bei der Armutsbekämpfung,UN hails new goals to tackle poverty
"In den letzten zwei Jahren habe ich mich nicht bereit erklärt, von meiner Wohnung aus Süßigkeiten zu verteilen, und werde es wohl auch dieses Jahr nicht tun.",I haven't signed up for the past two years to give out candy in my apartment and probably won't this year.
"Ich meine wirklich, er sollte in den Fußstapfen der anderen Kerle folgen.",I really feel that he should follow in the footsteps of the other guys.
Im Interieur finden sich Rennsitze und Sechs-Punkt-Gurte sowie eine Freisprechanlage.,"The interior has racing seats and six-point harness belts, as well as an intercom system."
"Es wäre zwar noch ein langer Weg, aber der Atomchefunterhändler sei mit dem Verhandlungsprozess zufrieden und auch optimistisch, dass am Ende beide Seiten zu einer Lösung kommen.","It will without doubt be a long path, but the chief nuclear negotiator is satisfied with the negotiation process and is also optimistic that both sides will come to a solution in the end."
Welche Voraussetzungen zur Teilnahme gibt es?,What are the requirements for participation?
"""Sollte eine Gruppe oder gehbehinderte Menschen über die Straße gehen, wird die Grünphase verlängert, es kommt also jeder sicher über die Fahrbahn"", erklärte Arnold.","""If a group of people or if disabled persons are crossing the street, the green phase is extended, thus ensuring that everyone gets safely across the street,"" explained Arnold."
Die Gewinnspanne im Bereich Transport wurde durch Abwicklungsprobleme bei einigen Großverträgen beeinträchtigt.,The transportation division's margins were affected by execution issues in a few large contracts.
"In den Vereinigten Staaten liegt das Durchschnittsalter bei 12,5 Jahren, etwas weniger als 12,75 im Jahr 1970.","In the United States, the average age is 12.5 years, down from 12.75 in 1970."
Krönender Schlusspunkt ist dabei ein Besuch in der Abendmahlskirche.,The crowning glory will be a visit to the Abendmahlskirche.
"Vegane Ernährung erfordert pflanzliche Alternativen zu Eiern, Milch und Milchprodukten.","Vegan nutrition promotes vegetable alternatives to eggs, milk and dairy products."
Für nationale und internationale Investoren führt kein Weg vorbei am Immobilienstandort Deutschland.,Nothing beats Germany as a property location for national and international investors.
Zu hören waren überwiegend die Gästefans mit ihren Gesängen.,It was mainly the chants of away fans that could be heard.
"Sie dachten, Reisebüros gehören dank Internet der Vergangenheit an?",Thought travel agents were a thing of the past thanks to the internet?
"""Als ich vor 13 Jahren angefangen habe, mich vegan zu ernähren, war alles noch viel schwieriger"", kann der Neuseeländer eine Entwicklung ausfindig machen: ""Man muss mit den Leuten reden, sie darauf aufmerksam machen"".","""When I began eating a vegan diet 13 years ago, things were even more difficult,"" says the New Zealander, and he points out: ""You have to talk with people, make them aware""."
"Nachdem ein psychiatrischer Sachverständiger große Zweifel an der psychischen Einschränkung und damit an einer eingeschränkten Schuldfähigkeit andeutete, legte der 33-Jährige ein umfassendes Geständnis ab.","Once a psychiatric expert had cast considerable doubt on him suffering from any psychiatric condition, and thus on his limited culpability, the 33-year-old made a full confession."
"Ditta wies jedes Fehlverhalten von sich und behauptete: „Wenn ich ein korrupter Anwalt wäre, was ich nicht bin, und Informationen an Scarborough weitergeben wollte, dann würde ich keine 15 Stunden warten, sondern das sofort tun.“","Ditta denied wrongdoing and claimed: ""If I was a corrupt lawyer, which I am not, and I wanted to feed information to Mr Scarborough, I would not wait 15 hours, I would do it immediately."""
Dazu gehört die Möglichkeit einer Reisezeit von letztendlich drei Stunden oder weniger von Glasgow und Edinburgh nach London.,This is to include the possibility of eventual journey times from Glasgow and Edinburgh to London of three hours or less.
"""Wir gehen von einer Anhebung von 1 Cent plus x aus"", so Bias, wobei die Zahl eher in der Nähe der 2 Cent liegen werde.","""We are working on the assumption of an increase of 1 cent plus x,"" said Bias, with the figure likely to be closer to 2 cents."
"Die Südtribüne dagegen, wo die treuesten der treuen - und lautesten - BVB-Fans stehen, präsentierte sich zunächst außergewöhnlich leise: Keine Gesänge, keine Schlachtrufe.","The south stand, on the other hand, where the most loyal - and the loudest - of BVB fans stand, was initially unusually quiet: No singing and no battle cries."
20 Tage im Rauch machen den Schinken schließlich fast schwarz.,"After 20 days in the smoke, the ham is finally almost black."
"""Fleischgerichte sind dagegen exklusiv, und zwar im wahrsten Sinne des Wortes, denn sie schließen andere aus"", stellt Proctor fest.","""Meat dishes, on the other hand, are exclusive, in the truest sense of the word, as they rule others out,"" assessed Proctor."
"Niemand weiß, warum es geschieht.",Nobody can answer the questions about why this happens.
Eine einzige Dosis des Impfstoffs konnte Mäuse ein Leben lang vor Nikotinsucht schützen.,A single dose of the vaccine was able to protect mice against nicotine addiction for life.
"Ein Beratungskomitee der Branche, das von der FAA zur Untersuchung dieses Themas ins Leben gerufen wurde, empfahl letzten Monat, dass die Regierung einen breiteren Einsatz persönlicher elektronischer Geräte erlaube.",An industry advisory committee created by the FAA to examine the issue recommended last month that the government permit greater use of personal electronic devices.
"Es gibt Behandlungsmethoden zum Verzögern einer frühen Menstruation und der Abwehr einer anderen Folge: der vorzeitigen Alterung der Knochen, die ultimativ zu Wachstumshemmung und damit kleinem Körperwuchs bei Erwachsenen führen kann.",There are treatments to delay early menses and ward off another consequence: premature aging of the bones that ultimately can lead to stunted growth and being short as an adult.
"Die Nachrichten über diese Untersuchungen hat die Händler in einem Bereich in Aufruhr versetzt, der in den letzten Jahren zu einem der profitabelsten der Trading-Einheiten von Investmentbanken gehört hat, aber dieses Jahr unter Druck stand, weil niedrige Volatilität bei Währungen die Chancen für Spekulanten einschränkt.",News about the probes has rattled traders in an area that has been one of the bigger profit drivers of investment banks' trading units in past years but which has been challenged this year as low volatility in currencies cuts opportunities for speculators.
"„Sie wissen dann: Wenn sie wieder anfangen zu rauchen, empfinden sie wegen des Nikotinimpfstoffs kein Vergnügen mehr dabei, und das hilft ihnen, die Gewohnheit abzulegen“, erläutert er.","""They will know if they start smoking again, they will receive no pleasure from it due to the nicotine vaccine, and that can help them kick the habit,"" he said."
Am Vormittag wollte auch die Arbeitsgruppe Migration und Integration ihre Beratungen fortsetzen.,"During the morning, the Migration and Integration working group also sought to continue its discussions."
"Der größte thailändische Pfandhausbetreiber, EasyMoney, hat in seinen Filialen einen 20-prozentigen Kundenzuwachs in den letzten Monaten erlebt.","In Thailand the largest pawnshop operator, EasyMoney, has seen an up to 20 per cent rise in the number of customers using its outlets in recent months."
"Israelische Kampfflugzeuge greifen Ziel in Syrien an, so offizielle Quellen","Israeli warplanes attack target inside Syria, official says"
Er selbst war im Jahr 2004 das erste Mal in Mauretanien im Cheijk-Zajed-Krankenhaus in Nouakchott.,"In 2004, he visited the Cheijk-Zajed Hospital in Nouakchott in Mauritania for the first time."
"Der ehemalige Bundeswehrsoldat, der nach zwei Einsätzen in Afghanistan als Türsteher arbeitete, legte im Rahmen einer Prozessabsprache ein Geständnis ab.","The former German soldier who, following two tours in Afghanistan, had worked as a doorman, made a confession within the context of a plea-bargaining procedure."
"Knapp 100 afrikanische Einwanderer, die nach Algerien einreisen wollten, verdursten, nachdem zwei LKWs mitten in der Sahara liegen bleiben.",Nearly 100 African migrants hoping to travel to Algeria die of thirst after their two trucks break down in the middle of the Sahara.
"Syrien hat seine Möglichkeit zur Herstellung von Chemiewaffen zerstört, so eine Überwachungsgruppe","Syria has destroyed its chemical weapons making ability, watchdog group says"
"Man könnte sagen, dass New York City die Geburtsstätte von Stand-up Comedy in Amerika ist: Vor knapp hundert Jahren fing der Varietekünstler Frank Fay, der als Conférencier im Palace Theatre am Broadway arbeitete, damit an, der Menge direkt Witze in Form eines Gesprächs zu erzählen.","One could argue that New York City is the birthplace of standup comedy in America: nearly a hundred years ago, the vaudevillian Frank Fay, who served as the master of ceremonies at the Palace Theatre, on Broadway, started telling jokes directly to the crowd, in a conversational manner."
Im besten Fall könne 2016 mit der Umsetzung begonnen werden.,"In a best case scenario, implementation could begin in 2016."
"„Boeing quetscht deshalb mehr Sitze in sein Flugzeug, um es wettbewerbsfähiger zu unseren Produkten zu machen“, sagt Kevin Keniston, Leiter für Passagierkomfort bei der europäischen Airbus.","""The reason Boeing are doing this is to cram more seats in to make their plane more competitive with our products,"" said Kevin Keniston, head of passenger comfort at Europe's Airbus."
"Snowden erklärt in seinem Brief, dass er sich einer „ernsthaften und fortlaufenden“ Verfolgungskampagne ausgesetzt sähe, die ihn aus seiner Heimat vertrieben habe.","Mr Snowden said in his letter that he had faced a ""severe and sustained"" campaign of persecution that forced him from his home."
"Der Polizeichef beklagt, dass es keine Gewaltenteilung mehr gebe, das Militär kontrolliert den Alltag - und was vom Staat übrig ist.","The Police Chief argues that there is no more division of power, the military controls daily life - and what is left of the State."
"In enger Absprache mit den Behörden sei man nun dabei, die Warnsignale mit technischen Maßnahmen leiser zu halten.","In close consultation with the authorities, we are now in a position to make the warning signals quieter by means of the implementation of technical measures."
"Das Hochwasser, das Gechingen am 15. Mai 2009, unvorbereitet traf, sei ein einschneidendes Ereignis gewesen, das die Frage nach Schutzmaßnahmen für die Zukunft aufwarf, so Häußler.","Häußler commented that the flood that found Gechingen unprepared on 15 May 2009, was a decisive event in raising the question of protective measures for the future."
"2011 unterzeichneten Dutzende französische Abgeordnete des streng katholischen Landes eine Petition, dass die „Geschlechtertheorie“ aus Schulbüchern entfernt werden solle.","In 2011, dozens of French lawmakers from that strongly Catholic country signed a petition for ""gender theory"" to be withdrawn from school textbooks."
"In der Gegend gibt es zahllose unscheinbare Lagerhallen, was es leichter macht, mit Drogen beladene LKWs zu verbergen.","The area is filled with nondescript warehouses, making it easier to conceal trucks being loaded with drugs."
"Gebühren sind eine Möglichkeit, Passagiere dazu zu bewegen, weniger mit an Bord zu nehmen.",Fees are one way to get passengers to bring less on board.
"Er sagte, das genaue Reiseroute werde noch ausgearbeitet.",He said the itinerary is still being worked out.
"Die Verabschiedung des Gesetzes gehört zu einer Reihe von Maßnahmen, mit denen die nationale Sicherheit im Nachgang zu den Angriffen durch bewaffnete Islamisten auf das Westgate-Einkaufszentrum im September gestärkt werden soll.",The passing of the bill comes amid a string of measures to reinforce national security in the wake of the September's attack by Islamist gunmen on the Westgate shopping mall.
"Mit seinem Ersparten, einpaar Spenden und einer Hypothek auf seinen alten Werkstattschuppen setzt er per Schiff nach Los Angeles über.","With his savings, a few donations and a mortgage on his old workshop, he set off to Los Angeles by ship."
Halloween 2013: In Zahlen,Halloween 2013: By the Numbers
"„Keiner wird es jemals erfahren“, schrieb Mutuma Mathiu, Journalist bei der Nation, der die kenianischen Medien als einen entscheidenden Kontrollfaktor im öffentlichen Leben bezeichnet.","""No one will ever know,"" wrote Nation journalist Mutuma Mathiu, describing the Kenyan media as a key source of checks and balances in public life."
"Zur Verleihung der Ehrenbürgerwürde gab sich dann Haslachs Bürgermeister Heinz Winkler die Ehre, der in Vertretung des damaligen Amtsinhabers Hättich zusammen mit einem Teil des Stadtrates seine Aufwartung machte.","The honour of presenting the title of honorary citizen went to Haslach's Mayor, Heinz Winkler, who, together with a section of the Town Council, made an appearance representing the Mayor of Hüttich from back in Hansjakob's day."
"Zahlreiche Gremien begutachten die Vorschläge, haken bei den Forschern nach.","Numerous panels are assessing the proposals, posing questions to the researchers."
"Wegen der von Berlin und der Europäischen Zentralbank verhängten strengen Sparpolitik in Verbindung mit der Zwangsjacke, in die die jeweilige nationale Wirtschaft durch das Festhalten an der gemeinsamen Währung genötigt wird, sind viele Menschen der Ansicht, das Projekt Europa sei zu weit gegangen.","The austerity imposed by Berlin and the European Central Bank, coupled with the straitjacket imposed on national economies through adherence to the common currency, has led many people to think Project Europe has gone too far."
Wir sind einfach so dankbar und jeder von ihnen war absolut unglaublich.,We are just so grateful and every single one of them was absolutely tremendous.
"Sie hat eine Vagina, aber keinen Uterus und keine Eierstöcke.","She has a vagina, but no uterus or ovaries."
Schauspieler Orlando Bloom und Model Miranda Kerr wollen künftig getrennte Wege gehen.,Actors Orlando Bloom and Model Miranda Kerr want to go their separate ways.
In den zentralen Blöcken 12 und 13 der Südtribüne regte sich nichts.,"In the central blocks of the south stand, blocks 12 and 13, nothing moved."
"Die einzige Möglichkeit besteht darin, Löhne und öffentliche Ausgaben zu kürzen – angespornt von Berlin.",The only recourse is to slash wages and public spending - spurred on by Berlin.
Oder lieber den Ursprung des Kosmos erforschen?,Or instead conduct research into the origin of the cosmos?
"Im Juni unterbrach Rio einen Monat lang die Nutzung der Eisenbahn, nachdem Renamo einen Angriff auf die Strecke angekündigt hatte.","In June, Rio suspended its use of the railway for about a week after Renamo threatened to attack the line."
"Allerdings legt Washingtons wachsendes Interesse am Pazifikraum nahe, dass Großbritannien allein im atlantischen Regen stehen wird.","However, Washington's growing interest in the Pacific suggests Britain will be left out in the Atlantic cold."
"Es gibt tatsächlich 1.200 offiziell anerkannte Spukhäuser in den Vereinigten Staaten, die 500 Millionen Dollar Erlös erzielen, so America Haunts, und das schließt die wunderbaren Fotos ein, auf denen man sich gerade in die Hose pinkelt und die Freunde dann auf Facebook stellen, wo man sie nicht wieder loswird, und einem dann der Typ, auf den man steht, einen Kommentar hinterlässt wie „netter Gesichtsausdruck“.","In fact, there are 1,200 officially sanctioned haunted houses in the United States generating about $500 million in revenue, according to America Haunts, and that includes those awesome photos of you mid-peeing your pants that your friend puts on Facebook and you can't take down and then that guy you like sees the photo and leaves a comment like ""nice face."""
"„Bedenken gegen Big Brother und derartige Dinge waren ein großes Problem“, erklärt Alauddin Khan, Leiter des Strategie- und Ergebnismanagements im Verkehrsministerium von Nevada.","""Concerns about Big Brother and those sorts of things were a major problem,"" said Alauddin Khan, who directs strategic and performance management at the Nevada Department of Transportation."
"„Zwar gibt es beträchtliche Belege für viele verschiedene Säugetiere, dass die beiden Gehirnhälften für verschiedene Zwecke verwendet werden, doch müssen viele der Details noch bestimmt werden – und Hunde bilden da keine Ausnahme“, so Bradshaw.","""While there is considerable evidence from many different mammals that the two sides of the brain are used for different purposes, much of the detail still has to be hammered out - and dogs are no exception,"" he said."
Auch Daverden setzt wie wir auf Tempospiel.,"Like us, Daverden place emphasis on high tempo play."
"„Dazu gehören Wohlhabende, die kurzfristig etwas für ein Geschäft oder eine Investition leihen, oder kleine Unternehmen, die Engpässe im Cash-Flow überbrücken müssen“, sagt Yeah.","""They include wealthy individuals who need to borrow short term for business ventures or investments, or small businesses with a need to tide over their cash flow needs,"" says Ms Yeah."
"Dies war gestern nicht der Fall: Kaum zeigte die Ampel für Fußgänger grün, rauschte ein Oberklasse-Fahrzeug durch - bei leuchtendem Rot.",Yesterday this was not the case: The light had barely turned green for pedestrians when a luxury vehicle sped through on a red light.
"Ich wurde gebeten, Ihnen bezüglich Ihrer Untersuchung zur Massenüberwachung zu schreiben.",I have been invited to write to you regarding your investigation of mass surveillance.
"Ein Vorstandsmitglied eines deutschen Blue-Chip-Unternehmens stimmte zu, wenn es um Wirtschaftsspionage gehe, dann „sind die Franzosen die Schlimmsten“.","A board member at a German blue-chip company concurred that when it comes to economic espionage, ""the French are the worst."""
"Charlie Brown machte uns mit dem Großen Kürbis vertraut, als wir Kinder waren, und das Schnitzen einer Kürbislaterne ist wie das Schmücken des Weihnachtsbaums – etwas, das wir von klein auf gemacht haben.","Charlie Brown introduced us to The Great Pumpkin when we were kids, and carving a jack-o-lantern is like decorating a Christmas tree - it's something we've done since we were little."
"Dies ist der Punkt, auf den ich hinaus will: In nicht allzu ferner Zukunft wird das wachsende Ressentiment gegen die EU und die gemeinsame Währung sich zur Abschaffung des Euro zusammenfinden.",Here's my point: sometime soon growing anti-EU and anti-common currency feeling in Europe will coalesce to kill the euro.
"Mir ist klar geworden, dass ich falsch gehandelt habe.",I've realised my wrongdoing.
"Seit 13 Jahren lebt der gebürtige Neuseeländer vegan, in Lampertheim findet er (fast) alles vor, was er zum Leben braucht. ""1997 stellte ich meine Ernährung um und wurde Vegetarier"".","The New Zealander has been vegan for 13 years, and in Lampertheim he can find (almost) everything that he needs to get by. ""In 1997 I adjusted my diet and became a vegetarian""."
Snowden könnte auch in Russland aussagen,Snowden may make further statements in Russia
Diese Zahl wurde bisher nicht aktualisiert.,It has not updated that figure since.
"Wir erleben hier den Amtssitz des einst mächtigsten Mannes nördlich der Alpen, des Prätors der CCAA.","Here we find the residence of what was once the most powerful man to the north of the Alps, the Praetor of the CCAA."
"In Fachkreisen wird dies mit ""HQ 100aKlima"" bezeichnet.","In expert circles this is referred to as ""HQ 100aKlima""."
"Angesichts geänderter Ernährungsgewohnheiten werden die Leute dicker, doch Flugzeugsitze haben sich nicht radikal verändert.","As diets change, people get bigger but plane seating has not radically changed."
Schöne Tiere und leckere Torten locken,Beautiful animals and delicious tarts entice
Eine weitere Leitung erfolgte über einen Überflur- Hydranten in rund 100 Meter Entfernung.,Another line was taken from the surface hydrant around 100 metres away.
"Es ist ein Rätsel, das ich noch nicht lösen konnte.",It's a mystery I have yet to solve.
Anschließend fuhren sie davon.,They then drove away.
Aber jetzt geht es ihr gut.,But she is fine now.
Dr. Georges Bwelle und sein Freiwilligenteam haben im letzten Jahr 700 kostenlose Operationen durchgeführt.,Dr. Georges Bwelle and his team of volunteers have performed 700 free surgeries in the past year.
Unmittelbar vor Revierderby beim FC Schalke 04 hatten einige der mitgereisten BVB-Anhänger Leuchtraketen in die Zuschauerränge und auf den Platz gefeuert - und dabei fast Torhüter Roman Weidenfeller getroffen.,"Immediately before the local district derby against FC Schalke 04, some of the travelling BVB fans fired flares into the crowds of spectators and onto the pitch - and in so doing almost hit goalkeeper Roman Weidenfeller."
Nervosität auf beiden Seiten verursachte vor allem bei der Ballannahme Fehler und Punktegeschenke; auch bei den Pässen war die Präzision zuweilen Mangelware und in einigen kritischen Spielszenen verhinderte der Übereifer den Blick für mögliche Punktgewinne.,"Nerves on both sides, particularly when receiving the ball, resulted in errors and lost points; there was even a lack of passing at times and at some critical moments overeagerness saw potential points wasted."
Nur: In den Bäuchen der Leute auf dem Beifahrer- und Rücksitz macht sich der Hunger bemerkbar.,"Except: In the stomachs of those in the passenger and back seats, hunger strikes."
"Zwei Atemschutzträger der Wehr machten sich nach der ersten Überprüfung der Sachlage durch Hans Kammerer bereit, das Gebäude zu betreten.",Two fire fighters equipped with respiratory gear prepared to enter the building following the initial inspection of the situation by Hans Kammerer.
"Alle anderen Bewohner seien während des Brands nicht zu Hause gewesen, erklärte der Polizeisprecher weiter.","There were no other residents at home during the fire, continued the police spokesperson."
"Als plötzlich ein 63 Jahre alter Mann von einem Lokal auf den Gehweg trat, konnte der Fahrradfahrer laut Polizei nicht mehr rechtzeitig bremsen.","According to police, when a 63-year-old man suddenly stepped out of a pub onto the footpath, the cyclist was unable to brake in time."
"Nach kurzer Zeit gelang es, die erste Person zu finden und ins Freie zu geleiten.",After a short time they managed to find the first person and direct them out of the building.
"Er schätzte in einem Bericht vom Dezember 2011, dass die Handgepäckgebühr Spirit jährlich 50 Millionen US-Dollar einbringe.",He estimated in a December 2011 report that Spirit's carry-on fee brings in $50 million a year.
"Sie kam verängstigt und aufgeregt von der Schule nach Hause, weil sie die erste in ihrem Freundeskreis war.",She came home from school scared and upset to be the first among her friends.
"Wer sich weniger als fünf Minuten geduldet, wartet unter Umständen nicht lange genug, warnt Becker und verweist auf einen Beschluss des Oberlandesgerichts Hamm.","Anyone who waits for less than five minutes has, under certain circumstances, not waited long enough, warned Becker, referring to a ruling of the Hamm Higher Regional Court."
Die FAA-Regelungen gelten für US-amerikanische Fluggesellschaften.,The FAA ruling applies to American airlines.
"St. Hubertus war der Sage nach ein recht rücksichtsloser Jäger, der durch eine Vision bekehrt und später zum Bischof von Lüttich ernannt wurde.","St. Hubert was, according to legend, a truly ruthless hunter, who converted following a vision and was later appointed Bishop of Lüttich."
Und das stört mich am meisten.,That is what troubles me most of all.
Es handelt sich um ein ehemaliges Bundesgrenzschutzfahrzeug.,It is a former federal border protection vehicle.
"„Wir sind sicher, dass der Händler allein gehandelt hat und dass die Angelegenheit eingedämmt ist“, erklärte Credit Suisse.","""We are confident the trader acted alone and that the matter has been contained,"" Credit Suisse said."
Durch die Operation ist er unfruchtbar geworden.,Surgery rendered him infertile.
"Vor 100 Jahren hat Heinrich Hansjakob seinen Altersruhesitz in Haslach bezogen, am Sonntag wurden seine letzten Jahre im ""Freihof"" lebendig.","100 years ago, Heinrich Hansjakob moved into his retirement home in Haslach, on Sunday his final years in the ""Freihof"" were brought to life."
"In der Arbeit von HS2 Ltd wird vorgeschlagen, schon mit Beginn von Phase 1 im Jahr 2026 Hochgeschwindigkeitsverbindungen zwischen Schottland und dem Norden Englands zu verwirklichen.",The work by HS2 Ltd suggests high-speed services to Scotland and the north of England will start as soon as Phase One opens in 2026.
"Bruce wurde mit einer DSD geboren, durch die sein Körper nicht genug Testosteron zur Entwicklung der Genitalien produzieren konnte.",Bruce was born with a DSD that prevented his body from producing enough testosterone to properly develop his genitals.
"Ein Anwohner im Bischof-Freundorfer-Weg meldete, dass sein Pkw mit Klopapier eingewickelt und seine Radzierblenden entwendet wurden.",The residents of the Bischof-Freundorfer-Weg reported that a car was wrapped in toilet paper and its wheel trims stolen.
"Wenn die Tiere sahen, wie ein ansonsten ausdrucksloser Hund den Schwanz nach rechts bewegt hat (von der Perspektive des wedelnden Hundes aus gesehen), blieben sie völlig entspannt.","When the animals saw an otherwise expressionless dog move its tail to the right (from the tail-wagging dog's point of view), they stayed perfectly relaxed."
"Außerdem gehe ich nach Europa, um dort klarzumachen, dass wir in der Terrorbekämpfung weiterhin zusammenarbeiten müssen, ungeachtet ihres Ärgers über die NSA-Programme.","And I'm going to Europe to make it clear to them that we need to continue to work together in combatting terrorism, notwithstanding their anger over these NSA programs."
"Ansonsten sollten wir erwägen, es Norwegen gleichzutun und unsere wirtschaftliche Unabhängigkeit behalten.",Otherwise we should consider emulating Norway and retaining our economic independence.
Das große Rohölangebot hat die Preise in den vergangenen Wochen belastet.,Ample supplies of crude have weighed on the price in recent weeks.
Nur mit Haar-Schutz und Kittel kommt er ins Innere der Fabrik.,He could only enter the factory when wearing hair protection and a white coat.
"In einem Pfandhaus im Einkaufszentrum Bendemeer in Singapur tauscht Janani Amirthalinga einen goldenen Armreif, einen Ring und ein Paar Ohrringe ein, um die Schulgebühren ihrer Töchter bezahlen zu können.","At a pawnshop in Bendemeer shopping centre in Singapore, Janani Amirthalinga is swapping a gold bangle, ring and pair of earrings to pay her daughters"" school fees."
"Schwierig ist, dass sich Rocker vor Gericht fast immer an ein für sie ehernes Gesetz halten - und nicht aussagen.",What makes things difficult is that Rockers almost always observe what they consider to be complete silence appearing before the court - they say absolutely nothing.
