source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
"""Ich halte es für falsch, die ganzheitliche Ausbildung in der Musikhochschule Stuttgart aufzugeben"", sagte Özdemir den ""Stuttgarter Nachrichten"".","""I do not think it is right to abandon comprehensive training in the Stuttgart Music College,"" said Özdemir, speaking to the ""Stuttgarter Nachrichten"".","""I think it is wrong to give up the holistic training at the Musikhochschule Stuttgart,"" said Özdemir to the ""Stuttgarter Nachrichten"".",55.02,0.9482,0.9664,0.9572,,,3,0,GOOD
Platzkonzert bei hochsommerlichen Temperaturen,Open-air concert accompanied by high summer temperatures.,Place concert at high summer temperatures,56.14,0.9121,0.9113,0.9117,,,1,0,SEMANTIC
"Crossley-Holland, der Beowulf aus dem Angelsächsischen übersetzt hat und Autor des Penguin Book of Norse Myths und der British Folk Tales ist, erklärte: „Man kann bestimmte Absichten verfolgen, aber man sollte sie möglichst im Hintergrund halten.“","Crossley-Holland, who has translated Beowulf from Anglo-Saxon as well as writing the Penguin Book of Norse Myths and British Folk Tales, said: ""You may well have intentions but you do better to keep them well out of sight.""","Crossley-Holland, who translated Beowulf from Anglo-Saxon and is the author of the Penguin Book of Norse Myths and the British Folk Tales, explained: ""You can pursue certain intentions, but you should keep them in the background as much as possible.""",63.18,0.9583,0.957,0.9577,,,5,0,GOOD
"Wie ein Kripo-Beamter berichtete, konnten nach einer ersten Anzeige durch Telefonüberwachungsmaßnahmen mindestens vier weitere Fälle von ausbeuterischem Menschenhandel ermittelt werden.","As an official from the Criminal Investigation Department reported, following the first conviction achieved using telephone surveillance measures, at least four further cases of exploitative human trafficking could be identified.","According to a KRIPO official, after a first announcement, at least four more cases of exploitative human trafficking could be detected by telephone surveillance measures.",50.64,0.9372,0.9377,0.9374,,,5,0,GOOD
"Das zweite von fünf Testflugzeugen werde voraussichtlich in den nächsten Wochen starten, die restlichen kurz danach, hieß es von Unternehmensseite.","The second of five test planes is expected to take flight in the coming weeks, with the remainder following shortly after, the company said.","The second of five test aircraft is expected to take off in the next few weeks, and the rest shortly thereafter, it was said by the company.",52.99,0.9658,0.9703,0.968,,,3,0,GOOD
Der Nutzen für die Gesellschaft aus diesen gewonnenen Erkenntnissen wird zunehmend klarer; gleichzeitig wurden die in Kauf genommenen Risiken sichtlich vermindert.,The benefits to society of this growing knowledge are becoming increasingly clear at the same time that claimed risks are being shown to have been mitigated.,"The benefits to society from these findings are becoming increasingly clear, while the risks assumed have been visibly reduced.",50.91,0.9404,0.9306,0.9355,,,5,0,GOOD
"Nicht nur deshalb haben Reuben Proctor und Lars Thomsen ein Buch geschrieben: ""Veganissimo - Tierische Inhaltsstoffe und ihre Alternativen"" erklärt die vielen Inhaltsstoffe, die Nahrungs- aber auch Reinigungsmitteln beigesetzt werden.","Therefore, for this reason and others, Reuben Proctor and Lars Thomsen have written a book. ""Veganissimo - Tierische Inhaltsstoffe und ihre Alternativen"" (Veganissimo - Animal Ingredients and their Alternatives) explains the many ingredients hidden in both foodstuffs and cleaning agents.","Not only for this reason have Reuben Proctor and Lars Thomsen written a book: ""Veganissimo - Animal ingredients and their alternatives"" explains the many ingredients that are added to food and cleaning products.",55.4,0.9405,0.8965,0.918,,,9,0,SEMANTIC
Die schönsten Kaninchen verschiedener Rassen und Farbenschläge präsentiert die Kreisverbandsleistungsschau an diesem Wochenende im Bürgerhaus.,The most beautiful rabbits of various breeds and colourings will be presented at the District Exhibition this weekend in the community centre.,The Kreisverbandsleistungsschau presents the most beautiful rabbits of different breeds and colour strokes at the Bürgerhaus this weekend.,49.28,0.8654,0.9251,0.8942,,,6,0,SEMANTIC
"Der sozial- und jugendpolitische Sprecher der FDP, Fritz Röhrenbeck, will hier nachhaken.","The FDP spokesperson for social and youth-related affairs, Fritz Röhrenbeck wants to dig deeper into this.","The social- and youth-political spokesman of the FDP, Fritz Röhrenbeck, wants to check here.",43.98,0.931,0.9354,0.9332,,,1,0,GOOD
"Das ging den Musikern, die den Festakt umrahmten, genauso wie so manchem Redner.","This was the case for the musicians who accompanied the ceremony, as well as for a number of speakers.","This was the case for the musicians who framed the ceremony, as well as for some speakers.",75.52,0.9765,0.9706,0.9736,,,3,0,GOOD
Bayerns Basketballer trotz erster Niederlage optimistisch,Bavaria's basketball players optimistic in spite of first defeat.,Bayern's basketball player optimistic despite first defeat,64.7,0.9346,0.9229,0.9287,,,2,0,GOOD
Bei einem Unfall am Donnerstagabend ist ein 37-jähriger Pkw-Fahrer aus Aachen schwer verletzt worden.,A 37-year-old car driver from Aachen was seriously injured in an accident on Thursday evening.,"In the event of an accident on Thursday evening, a 37-year-old passenger car driver from Aachen has been seriously injured.",78.2,0.9667,0.9793,0.973,,,3,0,GOOD
"Statt Milch könne Soja-, Hafer-, Mandel- oder Reismilch zum Einsatz kommen.","Soya, oat, almond or rice milk can be used in place of milk.","Instead of milk, soya, oat, almond or rice milk could be used.",65.38,0.9589,0.9645,0.9617,,,3,0,GOOD
Also eigentlich keine Story.,"So, a non-story, then.","So, actually, no story.",29.42,0.9468,0.9431,0.9449,,,1,0,FLUENCY
"Eine zusätzliche einmalige Gebühr oder eine jährliche Abgabe könnte Autofahrern mit Hybridfahrzeugen oder anderen Fahrzeugen, die wenig Benzin verbrauchen, auferlegt werden, sodass auch diese einen fairen Anteil zahlen.","An extra one-time or annual levy could be imposed on drivers of hybrids and others whose vehicles don't use much gas, so they pay their fair share.","An additional one-off fee or annual levy could be imposed on drivers with hybrid vehicles or other vehicles that consume little fuel, so that they also pay a fair share.",53.98,0.9585,0.9612,0.9598,,,7,0,GOOD
"Auf dem Weg zu ihren Gastfamilien in Weymouth, Massachusetts, lernten die Schüler des Schwarzwald-Gymnasiums die amerikanische Großstadt New York kennen.","On the way to their host families in Weymouth, Massachusetts, the pupils of the Schwarzwald Grammar School got to know the American city of New York.","On their way to their host families in Weymouth, Massachusetts, the students of the Black Forest Gymnasium met the American city of New York.",65.69,0.9583,0.9559,0.9571,,,5,0,GOOD
Auf diese Weise ist alles in Ordnung – man zieht das Kind groß und liebt es.,"This way, you are OK -- raise the child, love the child.",In this way everything is fine – you raise the child and love it.,41.46,0.9455,0.9601,0.9528,,,3,0,GOOD
"Auch hat niemand erwähnt, dass sich die EU-Mitgliedsstaaten häufig ihre strikten Regeln zurechtbiegen, wenn es für sie günstiger ist.",Nor did anyone point out that the EU member states spend much of their time bending their formal rules if it suits them.,Nor has anyone mentioned that the EU Member States often adjust their strict rules if it is more favourable for them.,38.37,0.9446,0.9346,0.9396,,,2,0,FLUENCY
Durch Konfiszierung von Handys und SIM-Karten unterband er Kontakte der Frauen zur Außenwelt.,He prevented the women from making contact with the outside world by confiscating their mobile phones and SIM cards.,"By confiscating mobile phones and SIM cards, he undermined women's contacts with the outside world.",61.14,0.9608,0.953,0.9569,,,6,0,GOOD
"Man meint fast, die Falten im Nacken des alten Mannes, von denen der Fischerjunge Manolo spricht, sehen zu können.","You almost think that you can see the folds in the old man's neck, of which young fisherman Manolo speaks.","It is almost thought to be able to see the wrinkles in the neck of the old man, of whom the fishing boy Manolo speaks.",46.34,0.9389,0.9427,0.9408,,,4,0,GOOD
"Dabei dürfte es unter anderem um das Thema doppelte Staatsbürgerschaft gehen, bei dem beide Seiten gegensätzliche Vorstellungen haben.","Among the issues to be addressed was that of dual nationality, in which regard both sides have opposing ideas.","Among other things, this should be about dual citizenship, in which both sides have conflicting ideas.",38.79,0.9401,0.9329,0.9365,,,4,0,FLUENCY
"Während die Flughafenleitung über den Kurznachrichtendienst Twitter mitteilte, der Schütze sei in Gewahrsam, berichtete die ""Los Angeles Times"", der Mann sei tot.","While the airport management announced via short messaging service Twitter that the shooter is in custody, the ""Los Angeles Times"" reported that the man is dead.","While the airport administration told Twitter that the shooter was in custody, the Los Angeles Times reported that the man was dead.",60.55,0.9819,0.9493,0.9654,,,6,0,GOOD
"Dafür feiert der A-Jugendliche Joost Windßuß, der mit Doppelspielrecht beim A-Jugend-Bundesligisten HC Bremen aktiv ist, sein Saisondebüt.","Thus, A-Youth player Joost Windßuß, who plays an active part for A-Youth League team HC Bremen, will be celebrating his season début.","The A-Youth Joost Windßuß, who is active with double rights with the A-Youth-Bundesligaten HC Bremen, is celebrating his season debut.",51.83,0.9246,0.9477,0.936,,,5,0,GOOD
"Ein wichtiges Wort bei der historischen Schulmauersanierung, die sogar schon für Filmaufnahmen benutzt wurde, wird das Landesdenkmalamt mitsprechen.","The Regional Memorial Authority will have a major say in the historic school wall renovation, which has even been used for filming.","An important word in the historic school wall renovation, which has even been used for film recordings, will be spoken by the Landesdenkmalamt.",60.92,0.9029,0.9332,0.9178,,,4,0,SEMANTIC
"„Mein Ehemann und ich haben gerade ein Haus gekauft, da steckt mein ganzes Geld drin“, sagt Amirthalinga.","""My husband and I have just bought a house so all my money's stuck there,"" Mrs Amirthalinga says.","""My husband and I just bought a house, it's all my money,"" says Amirthalinga.",61.64,0.966,0.9481,0.957,,,3,0,GOOD
Langer Atem macht sich bezahlt,Endurance pays dividends,Long breath pays off,11.53,0.8884,0.8825,0.8854,,,1,0,REVIEW
Sicherheitsbedenken in Mosambik wachsen angesichts von Zusammenstößen zwischen einflussreichen Persönlichkeiten,Mozambique security concerns mount as powerful personalities clash,Security concerns in Mozambique are growing in the face of clashes between influential personalities,58.38,0.932,0.9447,0.9383,,,3,0,GOOD
"„Die CASA hat derzeit keine spezifischen Regelungen hinsichtlich des Gebrauchs elektronischer Geräte im Flugzeug“, wurde verlautbart.","""CASA currently has no specific regulations governing the use of electronic devices in aircraft,"" it said.","""The CASA does not currently have any specific rules regarding the use of electronic devices in the aircraft,"" has been announced.",62.01,0.9564,0.9688,0.9626,,,4,0,GOOD
Auch die jüngsten Äußerungen von Snowden würden daran nichts ändern.,Even the most recent statements from Snowden will not change this fact.,Even Snowden's recent statements would not change that.,53.12,0.9754,0.9669,0.9711,,,2,0,GOOD
"Eltern eines Teenagers aus Georgia, der bei tragischem Unfall starb, glauben an Mord",Parents of Georgia teen who died in 'freak accident' believe son was murdered,Parents of a Georgia teenager who died in a tragic accident believe in murder,57.06,0.9612,0.9358,0.9483,,,4,0,GOOD
"Beim Bau von Kuckuckspfeifen, Wasserrädern oder Kreiseln können die jungen Gäste ihr handwerkliches Geschick unter Beweis stellen.","The young guests will be able to demonstrate their manual skills building cuckoo pipes, water wheels or spinning tops.","When building cuckoo pipes, water wheels or gyro, the young guests can prove their craftsmanship.",51.53,0.9427,0.9352,0.939,,,7,0,GOOD
Am Ende entschied die Ausdauer vom Team Maier/Bronner das letzte Match.,"In the end, it was the endurance of the Maier/Bronner team that decided the final match.","In the end, the endurance of Team Maier/Bronner decided the last match.",61.0,0.9679,0.9598,0.9638,,,5,0,GOOD
"Andere Stellen hoffen, das Konzept einer misstrauischen Öffentlichkeit verkaufen zu können, indem sie die Geräte mit mehr Funktionen ausstatten als mit wenigeren.","Other places are hoping to sell the concept to a wary public by having the devices do more, not less.",Other bodies hope to sell the concept of a suspicious public by equipping the devices with more functions than with less.,49.25,0.9178,0.9351,0.9264,,,5,0,GOOD
"Die Auszeichnungen für die Teilnahme an den Auftritten und Chorproben mittels Aktivitätssträußchen gingen in diesem Jahr an den Chorleiter Dieter Schulze mit 44 Teilnahmen, gefolgt vom Ehrenvorsitzenden Horst Pier-Ribbert, dem Vorsitzenden selbst, und dem letztjährigen ""Sänger des Jahres"" Friedrich Winkler mit jeweils 42 Teilnahmen.","The awards for participation in the performances and choir rehearsals by means of the presentation of ""activity posies"", this year went to Choir Director Dieter Schulze, with 44 attendance marks, followed by Honorary Chairman Horst Pier-Ribbert, the Chairman himself, and last year's ""Singer of the Year"" Friedrich Winkler, each having attended 42 times.","The awards for participation in the performances and choral rehearsals by means of a bunch of activities went this year to the choir director Dieter Schulze with 44 participations, followed by the honorary chairman Horst Pier-Ribert, the chairman himself, and last year's ""Singer of the Year"" Friedrich Winkler with 42 participations each.",69.36,0.9568,0.9488,0.9528,,,13,0,GOOD
"Burfien will unter anderem Studientage für junge Leute veranstalten und dazu auch Prominente einladen, die Theologie studiert haben.","Among other initiatives, Burfien wants to organise study days for young people, inviting famous faces who have studied theology.","Among other things, Burfien wants to organize study days for young people and also invite celebrities who have studied theology.",71.74,0.9734,0.9721,0.9727,,,4,0,GOOD
"Wir fürchten, das begünstigt Interventionen.",We are afraid it will encourage intervention.,We fear that this favours intervention.,38.29,0.9471,0.9445,0.9458,,,1,0,FLUENCY
Die eigentliche Unfallursache blieb zunächst ungeklärt.,Initially the actual cause of the accident remained unclear.,The actual cause of the accident remained unexplained at first.,70.59,0.973,0.9761,0.9746,,,1,0,GOOD
"Sebelius, die für die Umsetzung des Affordable Care Acts verantwortlich ist, erklärte, dass der Start der Online-Plattform seit Oktober „miserabel“ verlaufen sei.","Sebelius, who is overseeing implementation of the Affordable Care Act, said the launch of the online marketplace has gone ""miserably"" since October.","Sebelius, who is responsible for the implementation of the Affordable Care Act, stated that the launch of the online platform had been ""miserable"" since October.",69.67,0.9684,0.97,0.9692,,,5,0,GOOD
Die Strecke blieb etwa zwei Stunden voll gesperrt.,The road remained fully blocked off for around two hours.,The route was closed for about two hours.,30.9,0.9643,0.9499,0.9571,,,2,0,FLUENCY
Das Schreiben hat nach einer von Ströbele verbreiteten Übersetzung folgenden Wortlaut:,The letter was purported to have been worded as follows:,"After a translation distributed by Ströbele, the letter reads as follows:",35.03,0.8732,0.9086,0.8905,,,4,0,REVIEW
"Eine Gruppierung aus der Reisebranche begrüßte die Änderungen und bezeichnete sie als vernünftige Anpassung für Reisende, die heute umfangreich mit Technik ausgestattet wären.","A travel industry group welcomed the changes, calling them common-sense accommodations for a traveling public now bristling with technology.",A group from the travel industry welcomed the changes and described them as a reasonable adaptation for travellers who would be equipped with technology today.,46.44,0.9328,0.9338,0.9333,,,6,0,GOOD
"Die Optionen reichen von verstärkten Bremsen, einem Servicepaket mit Betreuung von Bowler-Works-Mechanikern und logistischer Unterstützung bis hin zu Fahrzeugeinlagerung zwischen Veranstaltungen.","Options include upgraded brakes, a service package providing access to Bowler Works mechanics, logistic support, and vehicle storage between events.","The options range from reinforced brakes, a service package with supervision of Bowler-Works mechanics and logistical support to vehicle storage between events.",63.49,0.9471,0.9567,0.9519,,,8,0,GOOD
Referentin ist Professorin Johanna Rahner.,The speaker will be Johanna Rahner.,The speaker is Professor Johanna Rahner.,67.26,0.9692,0.975,0.972,,,2,0,GOOD
Heute ist Katie 29 und verheiratet; sie arbeitet an der University of Pennsylvania als Mitarbeiterin in der Kinderpsychiatrie.,"Now at 29, Katie is married and at the University of Pennsylvania, a resident in child psychiatry.",Katie is now 29 and married; she works at the University of Pennsylvania as an employee in the children's psychiatry.,61.15,0.9286,0.9347,0.9317,,,3,0,GOOD
"Dies war nicht so einfach, da auch eine enge Treppe zu überwinden war.",This was not so simple as they also had to negotiate a narrow stairwell.,"This was not so easy, as a narrow staircase was also to be overcome.",43.2,0.9661,0.9609,0.9635,,,1,0,GOOD
Die Studenten bezahlen ihre Reise nach Kamerun normalerweise selbst und bringen häufig gespendetes Sanitätsmaterial mit.,"The student volunteers usually pay their own way to Cameroon, often arriving with donated medical supplies.",The students usually pay for their trip to Cameroon themselves and often bring donated medical supplies with them.,58.43,0.9486,0.956,0.9522,,,3,0,GOOD
Besonders interessant in Zeiten in denen in Nagold die Geburtsklinik wegrationalisiert werden soll.,This is particularly interesting at a time when Nagold is set to do away with its maternity clinic.,Especially interesting in times when the birth clinic in Nagold is to be rationalized away.,39.67,0.9119,0.9207,0.9163,,,2,0,REVIEW
"Anderen zu einem glücklicheren Leben zu verhelfen und damit ein Versprechen zu erfüllen, das er seinem Vater gegeben hat, bereitet ihm große Freude.","Helping others live happier lives, fulfilling a promise he made to his father, is something that brings him great joy.","Helping others to live a happier life, fulfilling a promise he has made to his Father, gives him great joy.",64.42,0.9727,0.9688,0.9708,,,4,0,GOOD
"Jack Valero von Catholic Voices sagte, dass die Zahl der wahlberechtigten Kardinäle bis Februar wahrscheinlich gesunken sein werde.","Jack Valero of Catholic Voices said that by February, the number of cardinal electors was likely to have dropped.",Jack Valero of Catholic Voices said that the number of eligible cardinals would probably have fallen by February.,63.4,0.9664,0.9673,0.9668,,,3,0,GOOD
"Auch die Staatsanwaltschaft betonte während des Verfahrens, sie sei überzeugt, dass Kana zum Zeitpunkt der Attacke allein war.",During the proceedings the public prosecution also emphasised that they were convinced that Kana was alone at the time of the attack.,"During the trial, the prosecutor's office also stressed that she was convinced that Kana was alone at the time of the attack.",62.83,0.9684,0.9695,0.969,,,4,0,GOOD
"Eine standsichere Mauer ist Voraussetzung für einen von Schülern benutzen Schulhof, was durch die aktuellen Befestigungsarbeiten erfolgt ist.","A secure wall is essential for a school yard that is used by pupils, and this is the purpose of the current fortification work.","A stable wall is a prerequisite for a schoolyard used by students, which has been done by the current fortification work.",52.42,0.9304,0.9373,0.9338,,,4,0,GOOD
Medien berichteten außerdem von mehreren Verletzten.,The media also reported that several people injured.,The media also reported several casualties.,55.95,0.9801,0.9655,0.9727,,,2,0,GOOD
"Wir müssen uns daran erinnern, wer wir sind.",We've got to remember who we are.',We need to remember who we are.,68.56,0.9795,0.9545,0.9669,,,0,0,GOOD
"Boeing behauptet, seine modernisierte „777X“ fasse 406 Personen bei Sitzen in der Touristenklasse, die über 17 Zoll breit sind und so zehn pro Reihe erlauben.","Boeing says its revamped ""777X"" will hold 406 people based on economy seats more than 17 inches wide and set out 10 in each row.","Boeing claims its modernized ""777X such as 406 people with seats in the tourist class, which are over 17 inches wide and thus allow ten per row.",41.34,0.9102,0.9103,0.9102,,,5,0,SEMANTIC
Mit dieser Meinung steht sie zumindest in der Landeshauptstadt nicht allein da.,With this opinion she is at least not alone in the State Capital.,"With this opinion, at least in the state capital, it does not stand alone.",55.26,0.9498,0.9598,0.9548,,,2,0,GOOD
Das Unternehmen hat seine Gewinnaussichten für das Gesamtjahr erhöht und erwartet Rekordeinnahmen von Urlaubern in Australien und Großbritannien.,The company has upgraded its full year profit forecast and is looking to record earnings from holidaymakers in Australia and the United Kingdom.,The company has increased its profit prospects for the full year and expects record income from holidaymakers in Australia and the UK.,55.7,0.9683,0.9685,0.9684,,,5,0,GOOD
"Der Taillenumfang des männlichen Durchschnittsamerikaners im 21. Jahrhundert beträgt laut US-amerikanischen Gesundheitsstatistiken 100,8 cm.","The waist of the average 21st-century American male is 39.7 inches, according to U.S. health statistics.","According to US health statistics, the waist circumference of the male average American in the 21st century is 100.8 cm.",57.0,0.9477,0.9558,0.9518,,,4,0,GOOD
"Die Nachricht kam am selben Tag heraus, als Credit Suisse bekannt gab, sie habe diese Woche einem Händler ihres London Exchange Traded Funds-Büros gekündigt, nachdem er Ende letzten Jahres einen Verlust von knapp sechs Millionen Dollar verursacht hatte.",The news came on the same day as Credit Suisse announced it had dismissed a trader at its London exchange traded funds desk this week after he had caused a nearly $6m loss late last year.,The news came out on the same day Credit Suisse announced that she had quit a dealer of her London Exchange Traded Funds office this week after causing a loss of nearly six million dollars at the end of last year.,54.32,0.9405,0.9435,0.942,,,12,0,GOOD
Bei ihrer Freilassung war die Wasserralle wieder fit und gesund.,The water rail was fit and well by the time it was released.,"When she was released, the water rall was fit and healthy again.",53.53,0.9021,0.9074,0.9047,,,2,0,SEMANTIC
"Die Ermittlungen brachten zutage, dass Ditta regelmäßig Drogen der Klasse A konsumierte, nachdem bei Tests Spuren von Kokain in seinen Haaren, auf seiner Brieftasche und an Kreditkarten gefunden worden waren.","Inquiries revealed Ditta was a ""regular user"" of the Class A drug after tests found traces of cocaine in his hair, on his wallet and on his credit cards.","The investigation revealed that Ditta used class A drugs on a regular basis after traces of cocaine were found in his hair, wallet and credit cards during tests.",56.02,0.9559,0.9521,0.954,,,9,0,GOOD
In diesem Jahr sind aufreizende unbelebte Gegenstände der letzte Schrei.,"This year, sexy inanimate objects are all the rage.","This year, irritating inanimate objects are the last scream.",60.15,0.9306,0.9387,0.9346,,,3,0,GOOD
"Die Rockband Arctic Monkeys hat einen Auftritt in Glasgow verschoben, nachdem ihr Leadsänger an Kehlkopfentzündung erkrankt ist.",Rock band the Arctic Monkeys have postponed a gig in Glasgow after their lead singer was diagnosed with laryngitis.,The rock band Arctic Monkeys has postponed an appearance in Glasgow after their lead singer has become infected with larynx.,64.15,0.9566,0.9552,0.9559,,,4,0,GOOD
Deswegen werden Events eher die Ausnahme bei uns sein.,"For this reason, events will always be an exception to the rule for us.",That's why events will be the exception with us.,34.2,0.9499,0.9285,0.9391,,,2,0,FLUENCY
"Die Stadt legte Berufung gegen ihre Einschätzung und die angeordneten Abhilfemaßnahmen ein, einschließlich der Entscheidung, eine Überwachungsstelle einzurichten, die die Polizei bei der Änderung ihrer Richtlinie und des entsprechenden Schulungsprogramms unterstützen solle.","The city appealed her findings and her remedial orders, including a decision to assign a monitor to help the police department changes its policy and training program associated with it.","The city appealed against its assessment and the remedial measures ordered, including the decision to set up a monitoring body to assist the police in amending its directive and the corresponding training programme.",51.84,0.9214,0.9226,0.922,,,10,0,GOOD
Laut Behörden führt eine Leiter 20 Meter in die Tiefe zum eigentlichen Tunneleingang.,"According to the authorities, a ladder runs 20 metres underground to the actual entrance of the tunnel.","According to the authorities, a ladder leads 20 meters down to the actual tunnel entrance.",65.37,0.9761,0.9738,0.975,,,5,0,GOOD
"Zwischen den frühen 1970ern, als die Boeing 747 die moderne Langstreckenreise definierte, und dem Ende des Jahrhunderts hat das Gewicht des männlichen Durchschnittsamerikaners zwischen 40 und 49 Jahren um zehn Prozent zugenommen, so die Daten des US-Gesundheitsministeriums.","Between the early 1970s, when the Boeing 747 jumbo defined modern long-haul travel, and the turn of the century, the weight of the average American 40- to 49-year-old male increased by 10 per cent, according to U.S. Health Department Data.","Between the early 1970s, when the Boeing 747 defined the modern long-haul journey, and the end of the century, the weight of the average male American has increased by ten percent between the ages of 40 and 49, according to the US Department of Health data.",67.84,0.9592,0.9523,0.9557,,,9,0,GOOD
Die gestern offiziell in Betrieb genommene Anlage sei wichtig für den Kreuzungsbereich Sulzbachweg/Kirchstraße.,"The system, which officially became operational yesterday, is of importance to the Sulzbachweg/Kirchstrasse junction.",The plant officially put into operation yesterday was important for the Sulzbachweg/Kirchstraße crossing area.,52.86,0.9468,0.9491,0.948,,,4,0,GOOD
"""Immobilieninvestments bieten eine attraktive Verzinsung"", sagte Ulbrich.","""Property investments offer an attractive rate of return,"" said Ulbrich.","""Real estate investments offer attractive interest rates,"" said Ulbrich.",60.33,0.9715,0.9632,0.9674,,,2,0,GOOD
"Im Anschluss an Chens Entschuldigung veröffentlichte der Neue Express eine Entschuldigung auf der Titelseite und erklärte, man habe es versäumt, die Berichte korrekt zu überprüfen.","Following Mr Chen's apology, New Express issued a front-page apology, saying it had failed to properly check his reports.","Following Chen's apology, the New Express issued an apology on the front page and stated that they had failed to verify the reports correctly.",56.61,0.9479,0.9498,0.9488,,,5,0,GOOD
"Dennoch hoffe ich, dass wir endlich auch mal wieder gewinnen.","That said, I do hope that we finally start winning again.","Still, I hope we finally win again.",32.35,0.9742,0.9512,0.9626,,,0,0,FLUENCY
E-Mail heißt ja eigentlich elektronischer Brief.,E-mail is short for electronic mail.,E-mail is actually called an electronic letter.,44.65,0.9263,0.9196,0.923,,,1,0,GOOD
Andere Ärzte auf der AAP-Konferenz unterstrichen die Komplexität des Themas.,Other doctors attending the AAP conference reinforced the complexities of the topic.,Other doctors at the AAP conference underlined the complexity of the topic.,68.63,0.9771,0.982,0.9795,,,4,0,GOOD
"Vielleicht finden sich auch Abweichungen, die den Physikern den Weg zu einer neuen Theorie weisen könnten, unter deren Dach sich alle bekannten Naturgesetze vereinen lassen.","There may also be deviations that could show physicians the path to a new theory, under the umbrella of which all known natural laws could be united.",Perhaps there are also deviations that could lead the physicists to a new theory under which all known natural laws can be combined.,56.59,0.9587,0.9415,0.95,,,6,0,GOOD
"Doch Dr. Arlene Baratz, eine Brustradiologin aus Pittsburg, die eine Tochter mit einer sexuellen Differenzierungsstörung hat und Hunderte andere in einer Selbsthilfegruppe unterstützt, sagt, das deutsche Gesetz „bevollmächtige“ sowohl Eltern als auch Kinder.","But Dr. Arlene Baratz, a Pittsburgh breast radiologist who has a daughter with a disorder of sexual development and helps hundreds of others in a support group, said the German law will ""empower"" both parents and children.","But Dr. Arlene Baratz, a breast radiologist from Pittsburg, who has a daughter with a sexual differentiation disorder and supports hundreds of others in a self-help group, says the German law ""authorizes both parents and children.",70.48,0.9604,0.962,0.9612,,,9,0,GOOD
Neugeborenen wird nicht mehr starr männlich oder weiblich zugewiesen.,No longer will newborns be rigidly assigned to male or female.,Newborns are no longer assigned rigidly male or female.,61.26,0.9625,0.9589,0.9607,,,1,0,GOOD
"Nach dem großen Erfolg des Musicals ""Rock my Life"", das die Zuschauer im Frühjahr diesen Jahres begeisterte, wird der Liederkranz zum Abschluss des Jubiläumsjahres zwei Gottesdienste mit der Aufführung der Deutschen Messe von Franz Schubert bereichern.","Following the great success of the musical, ""Rock my Life"", which enthused audiences this past Spring, the Liederkranz will bless two church services with the performance of Franz Schubert's Deutsche Messe, to close its anniversary year celebrations.","After the great success of the musical ""Rock my Life"", which captivated the audience in the spring of this year, the Liederkranz will enrich two services with the performance of Franz Schubert's Deutsche Messe at the end of the anniversary year.",67.23,0.9643,0.9572,0.9608,,,10,0,GOOD
Das beginnt etwa bei den Hochzeitskleidern.,This begins with the wedding clothing.,It starts with the wedding dresses.,43.67,0.967,0.967,0.967,,,1,0,GOOD
Die heutigen elektronischen Geräte geben im Allgemeinen wesentlich weniger Funkstrahlung ab als frühere Generationen.,Today's electronic devices generally emit much lower power radio transmissions than previous generations of devices.,Today's electronic devices generally emit much less radio radiation than previous generations.,68.47,0.9809,0.967,0.9739,,,3,0,GOOD
"Moore erklärte gegenüber Reportern, die anfängliche Autopsie deute darauf hin, dass Johnson an den Folgen einer „positionsbedingten Erstickung“ verstorben sei.","Moore told reporters that the initial autopsy indicated Johnson died as a result of ""positional asphyxia.""","Moore told reporters that the initial autopsy indicated that Johnson had died of ""position-related suffocation.""",70.07,0.9699,0.9595,0.9647,,,4,0,GOOD
"Ich kann kaum glauben, wo sie war.",I just can't believe where she was.,I can't believe where she was.,84.18,0.9944,0.9863,0.9903,,,0,0,GOOD
"Was er herausfand, war schockierend.",What he found out was horrifying.,What he found out was shocking.,66.96,0.9928,0.9928,0.9928,,,0,0,GOOD
"Die neun Monate alte Cockerspaniel-Hündin Ruby war nach einem Verkehrsunfall am Sonntagnachmittag davongelaufen und überlebte drei Tage allein, ehe sie am Mittwoch aus einem Steinbruch gerettet wurde.",Nine month-old cocker spaniel Ruby had run off after being involved in a road crash on Sunday afternoon and survived three days alone before being rescued from a quarry on Wednesday.,The nine-month-old Cockerspaniel bitch Ruby had run away after a traffic accident on Sunday afternoon and survived three days alone before she was rescued from a quarry on Wednesday.,69.37,0.9582,0.9645,0.9613,,,7,0,GOOD
"„Es war viele Jahre lang ein Thema und hat sich durch die aktuelle Diskussion nicht fundamental geändert“, sagt Kurt Bock, Vorsitzender des Chemieunternehmens BASF.","""This has been a topic for many years and hasn't fundamentally changed through the current discussion,"" says Kurt Bock, chief executive of chemical maker BASF.","""It has been a topic for many years and has not changed fundamentally due to the current discussion,"" says Kurt Bock, Chairman of BASF.",64.38,0.9764,0.9696,0.973,,,5,0,GOOD
Familienfesten verleiht der Veganer eine neue Würze.,The vegan adds new spice to family parties.,Family festivals give the vegan a new spice.,44.95,0.9432,0.9432,0.9432,,,3,0,GOOD
